osm_type,osm_id,name,industrial,landuse,man_made,power,geometry_wkt
way,139788134,,,,storage_tank,,"POLYGON ((69.866074 22.425149, 69.86595 22.425069, 69.865768 22.425032, 69.865593 22.425067, 69.865462 22.42515, 69.865364 22.425291, 69.865336 22.425432, 69.865382 22.425612, 69.865462 22.425714, 69.865606 22.425803, 69.865807 22.42583, 69.865942 22.425798, 69.866073 22.425715, 69.866159 22.425604, 69.866201 22.425432, 69.866176 22.425299, 69.866074 22.425149))"
way,139788138,,,,storage_tank,,"POLYGON ((69.861768 22.42452, 69.861784 22.424419, 69.861757 22.42432, 69.861691 22.424238, 69.861597 22.424186, 69.861488 22.424171, 69.861381 22.424196, 69.861293 22.424256, 69.861236 22.424344, 69.86122 22.424444, 69.861247 22.424543, 69.861312 22.424625, 69.861407 22.424677, 69.861516 22.424692, 69.861622 22.424668, 69.861711 22.424607, 69.861768 22.42452))"
way,139788147,,,,storage_tank,,"POLYGON ((69.859556 22.423944, 69.85957 22.423843, 69.859541 22.423745, 69.859474 22.423664, 69.859378 22.423614, 69.859269 22.423601, 69.859162 22.423628, 69.859075 22.42369, 69.859021 22.423778, 69.859007 22.423879, 69.859035 22.423977, 69.859103 22.424058, 69.859198 22.424108, 69.859308 22.424121, 69.859414 22.424095, 69.859501 22.424033, 69.859556 22.423944))"
way,139789242,,,,storage_tank,,"POLYGON ((69.851014 22.346673, 69.851038 22.346546, 69.851008 22.346421, 69.850928 22.346315, 69.850811 22.346246, 69.850674 22.346224, 69.850538 22.346251, 69.850424 22.346325, 69.850349 22.346434, 69.850325 22.34656, 69.850355 22.346686, 69.850434 22.346792, 69.850552 22.346861, 69.850689 22.346883, 69.850825 22.346855, 69.850939 22.346782, 69.851014 22.346673))"
way,139789243,,,,storage_tank,,"POLYGON ((69.857634 22.345292, 69.857658 22.345165, 69.857628 22.34504, 69.857548 22.344934, 69.857431 22.344865, 69.857294 22.344842, 69.857158 22.34487, 69.857044 22.344944, 69.856969 22.345052, 69.856945 22.345179, 69.856975 22.345305, 69.857054 22.34541, 69.857172 22.34548, 69.857309 22.345502, 69.857445 22.345474, 69.857559 22.3454, 69.857634 22.345292))"
way,139789244,,,,storage_tank,,"POLYGON ((69.860327 22.34732, 69.860352 22.347193, 69.860322 22.347067, 69.860242 22.346962, 69.860125 22.346893, 69.859988 22.34687, 69.859852 22.346898, 69.859738 22.346972, 69.859663 22.34708, 69.859638 22.347207, 69.859668 22.347333, 69.859748 22.347438, 69.859866 22.347507, 69.860002 22.34753, 69.860138 22.347502, 69.860252 22.347428, 69.860327 22.34732))"
way,139789253,,,,storage_tank,,"POLYGON ((69.852912 22.346102, 69.852937 22.345976, 69.852907 22.34585, 69.852827 22.345744, 69.85271 22.345675, 69.852573 22.345653, 69.852437 22.34568, 69.852323 22.345754, 69.852248 22.345863, 69.852224 22.34599, 69.852254 22.346115, 69.852333 22.346221, 69.852451 22.34629, 69.852588 22.346312, 69.852724 22.346285, 69.852838 22.346211, 69.852912 22.346102))"
way,139789298,,,,storage_tank,,"POLYGON ((69.865544 22.345374, 69.865562 22.345311, 69.865565 22.345246, 69.865553 22.345181, 69.865526 22.345121, 69.865485 22.345067, 69.865433 22.345023, 69.865372 22.34499, 69.865305 22.34497, 69.865234 22.344963, 69.865164 22.344971, 69.865098 22.344993, 69.865037 22.345027, 69.864986 22.345073, 69.864948 22.345128, 69.864922 22.345189, 69.864912 22.345253, 69.864916 22.345319, 69.864936 22.345382, 69.86497 22.345439, 69.865017 22.345488, 69.865074 22.345527, 69.865138 22.345554, 69.865207 22.345567, 69.865278 22.345566, 69.865347 22.345552, 69.865411 22.345523, 69.865467 22.345483, 69.865512 22.345433, 69.865544 22.345374))"
way,139789300,,,,storage_tank,,"POLYGON ((69.866312 22.349825, 69.866337 22.349698, 69.866307 22.349573, 69.866227 22.349467, 69.86611 22.349398, 69.865972 22.349376, 69.865837 22.349403, 69.865722 22.349477, 69.865648 22.349586, 69.865623 22.349712, 69.865654 22.349838, 69.865733 22.349944, 69.86585 22.350013, 69.865988 22.350035, 69.866124 22.350008, 69.866238 22.349934, 69.866312 22.349825))"
way,139789301,,,,storage_tank,,"POLYGON ((69.851029 22.345334, 69.851054 22.345207, 69.851024 22.345082, 69.850944 22.344976, 69.850827 22.344907, 69.85069 22.344884, 69.850554 22.344912, 69.85044 22.344986, 69.850365 22.345094, 69.85034 22.345221, 69.850371 22.345347, 69.85045 22.345452, 69.850568 22.345522, 69.850705 22.345544, 69.850841 22.345516, 69.850955 22.345442, 69.851029 22.345334))"
way,139789302,,,,storage_tank,,"POLYGON ((69.855461 22.345301, 69.855486 22.345174, 69.855456 22.345049, 69.855376 22.344943, 69.855259 22.344874, 69.855122 22.344852, 69.854986 22.34488, 69.854872 22.344953, 69.854797 22.345062, 69.854772 22.345188, 69.854803 22.345314, 69.854882 22.34542, 69.855 22.345489, 69.855137 22.345511, 69.855273 22.345484, 69.855387 22.34541, 69.855461 22.345301))"
way,139789304,,,,storage_tank,,"POLYGON ((69.857299 22.347338, 69.857323 22.347211, 69.857293 22.347085, 69.857213 22.34698, 69.857096 22.34691, 69.856959 22.346888, 69.856823 22.346916, 69.856709 22.34699, 69.856634 22.347098, 69.85661 22.347225, 69.85664 22.34735, 69.85672 22.347456, 69.856837 22.347525, 69.856974 22.347548, 69.85711 22.34752, 69.857224 22.347446, 69.857299 22.347338))"
way,139789307,,,,storage_tank,,"POLYGON ((69.860049 22.345301, 69.860073 22.345175, 69.860043 22.345049, 69.859963 22.344943, 69.859846 22.344874, 69.859709 22.344852, 69.859573 22.34488, 69.859459 22.344953, 69.859384 22.345062, 69.85936 22.345188, 69.85939 22.345314, 69.85947 22.34542, 69.859587 22.345489, 69.859724 22.345511, 69.85986 22.345484, 69.859974 22.34541, 69.860049 22.345301))"
way,139789358,,,,storage_tank,,"POLYGON ((69.848429 22.346693, 69.848459 22.346632, 69.848464 22.346566, 69.848442 22.346503, 69.848396 22.346451, 69.848334 22.346418, 69.848263 22.346408, 69.848193 22.346422, 69.848133 22.346459, 69.848092 22.346514, 69.848075 22.346578, 69.848084 22.346644, 69.848118 22.346702, 69.848172 22.346745, 69.84824 22.346767, 69.848312 22.346765, 69.848378 22.346739, 69.848429 22.346693))"
way,139789485,,,,storage_tank,,"POLYGON ((69.84841 22.345441, 69.848439 22.34538, 69.848442 22.345314, 69.848419 22.345252, 69.848373 22.345201, 69.848311 22.345169, 69.84824 22.34516, 69.84817 22.345175, 69.848112 22.345213, 69.848072 22.345267, 69.848055 22.345332, 69.848066 22.345397, 69.8481 22.345455, 69.848155 22.345497, 69.848223 22.345517, 69.848294 22.345514, 69.84836 22.345487, 69.84841 22.345441))"
way,139793158,,,industrial,,,"POLYGON ((69.854918 22.389224, 69.853849 22.389868, 69.852982 22.390236, 69.853736 22.391194, 69.85455 22.392101, 69.855157 22.392692, 69.85397 22.393696, 69.853456 22.394033, 69.854493 22.394558, 69.854837 22.394831, 69.85653 22.395254, 69.85685 22.394629, 69.857875 22.395149, 69.858268 22.395932, 69.85862 22.397038, 69.858917 22.397112, 69.859452 22.395749, 69.859401 22.395644, 69.860395 22.393026, 69.861788 22.389382, 69.861911 22.389072, 69.862134 22.388732, 69.862085 22.388694, 69.862061 22.388679, 69.862377 22.387861, 69.862691 22.386999, 69.862209 22.386548, 69.862025 22.386774, 69.860795 22.385577, 69.860886 22.385493, 69.86059 22.385203, 69.860426 22.38536, 69.860247 22.385192, 69.859739 22.385658, 69.85847 22.384453, 69.856838 22.382887, 69.854156 22.385331, 69.856466 22.387536, 69.855983 22.387976, 69.854788 22.387515, 69.854918 22.389224))"
way,197338461,Essar Refinery,refinery,industrial,,,"POLYGON ((69.709627 22.378779, 69.71125 22.378471, 69.711236 22.378374, 69.711328 22.378346, 69.711281 22.378116, 69.712371 22.377884, 69.713754 22.378207, 69.713872 22.377341, 69.714282 22.376224, 69.715271 22.376527, 69.715322 22.373932, 69.715901 22.373919, 69.716474 22.373577, 69.717331 22.3726, 69.717383 22.372251, 69.717594 22.372189, 69.720006 22.372452, 69.720149 22.372525, 69.72239 22.372647, 69.724951 22.372583, 69.725001 22.372353, 69.725379 22.372735, 69.727622 22.373112, 69.727783 22.375299, 69.727456 22.375244, 69.727265 22.376237, 69.728208 22.376372, 69.728766 22.376988, 69.72846 22.377963, 69.729078 22.379222, 69.728436 22.37969, 69.728268 22.380192, 69.727065 22.381648, 69.726547 22.382533, 69.726295 22.38267, 69.725832 22.384123, 69.725976 22.384215, 69.726182 22.384422, 69.726019 22.385446, 69.725649 22.386614, 69.725743 22.386609, 69.725677 22.38702, 69.724989 22.387127, 69.725026 22.387867, 69.724971 22.387887, 69.724969 22.389204, 69.725306 22.390092, 69.725292 22.390198, 69.723567 22.3911, 69.723561 22.39118, 69.723531 22.391237, 69.722802 22.3916, 69.721169 22.392236, 69.718141 22.391754, 69.718198 22.391397, 69.718542 22.390329, 69.718014 22.389905, 69.717914 22.390094, 69.717719 22.390172, 69.717625 22.390322, 69.717578 22.39054, 69.717393 22.39049, 69.717232 22.3906, 69.717129 22.390758, 69.71685 22.390994, 69.715855 22.389775, 69.713734 22.387064, 69.713004 22.386262, 69.712721 22.385696, 69.712312 22.384162, 69.712421 22.384158, 69.71238 22.383969, 69.712281 22.383972, 69.711968 22.383169, 69.711258 22.382144, 69.71042 22.380945, 69.709646 22.379825, 69.709187 22.379118, 69.708808 22.378428, 69.709729 22.378144, 69.709601 22.378621, 69.709542 22.378617, 69.709556 22.378733, 69.709619 22.378724, 69.709627 22.378779))"
way,197338462,Vadinar Refinery,oil,industrial,,,"POLYGON ((69.726765 22.319119, 69.721594 22.316495, 69.714462 22.31676, 69.72462 22.303276, 69.73496 22.309319, 69.745034 22.3147, 69.745423 22.315104, 69.749464 22.316939, 69.752597 22.318922, 69.756052 22.321952, 69.7598 22.324213, 69.766033 22.326993, 69.766017 22.327021, 69.769199 22.328723, 69.771177 22.329968, 69.773291 22.33089, 69.774136 22.331616, 69.773366 22.334932, 69.774262 22.335081, 69.773703 22.337594, 69.772999 22.341032, 69.772781 22.342786, 69.772706 22.344318, 69.772722 22.349892, 69.772844 22.356177, 69.767505 22.3555, 69.766808 22.354966, 69.766081 22.354128, 69.75986 22.347528, 69.757798 22.350052, 69.755195 22.347338, 69.752423 22.350899, 69.750931 22.349163, 69.749279 22.347942, 69.748421 22.347357, 69.748142 22.34573, 69.747713 22.345134, 69.745868 22.342503, 69.728988 22.329321, 69.728462 22.329108, 69.728865 22.328829, 69.729508 22.327877, 69.730141 22.325939, 69.729778 22.32585, 69.73019 22.324617, 69.728537 22.324445, 69.728548 22.32371, 69.728447 22.322934, 69.728822 22.322726, 69.729406 22.322167, 69.730223 22.321852, 69.730669 22.321235, 69.729425 22.320642, 69.726765 22.319119))"
way,197338467,,,industrial,,,"POLYGON ((69.722767 22.408569, 69.723233 22.409508, 69.725209 22.413358, 69.725544 22.415386, 69.726062 22.418394, 69.726499 22.420886, 69.726619 22.421528, 69.726788 22.421642, 69.726688 22.422055, 69.726747 22.42249, 69.727358 22.422847, 69.728084 22.422586, 69.727801 22.421617, 69.728628 22.421486, 69.729356 22.421554, 69.729508 22.422374, 69.729711 22.422903, 69.730186 22.422789, 69.731285 22.422801, 69.732017 22.422726, 69.732746 22.422611, 69.732667 22.422426, 69.732425 22.422354, 69.732432 22.422272, 69.732607 22.422205, 69.732677 22.422047, 69.73295 22.422093, 69.733053 22.421284, 69.73303 22.42067, 69.732954 22.420684, 69.733034 22.420382, 69.733278 22.419713, 69.733582 22.419483, 69.733226 22.418786, 69.733801 22.417004, 69.733968 22.416254, 69.73386 22.415553, 69.733455 22.414737, 69.73319 22.41458, 69.732374 22.412503, 69.730478 22.408186, 69.729153 22.408419, 69.729221 22.408128, 69.728855 22.407085, 69.729129 22.407083, 69.729059 22.40692, 69.729132 22.406933, 69.729082 22.406619, 69.729043 22.406588, 69.729029 22.406524, 69.728744 22.406058, 69.726135 22.406363, 69.726109 22.406784, 69.726106 22.407147, 69.726106 22.407284, 69.726169 22.407287, 69.726209 22.407474, 69.726176 22.407459, 69.72604 22.407445, 69.725901 22.407403, 69.725906 22.407291, 69.726032 22.407265, 69.72607 22.40633, 69.725701 22.406308, 69.725642 22.40616, 69.725454 22.406142, 69.725533 22.405151, 69.724514 22.405058, 69.724211 22.40537, 69.724209 22.40565, 69.722273 22.405002, 69.721848 22.405574, 69.721348 22.40583, 69.721244 22.406222, 69.722767 22.408569))"
way,223725824,Essar Power,,industrial,,plant,"POLYGON ((69.714274 22.294228, 69.714712 22.294587, 69.714622 22.294722, 69.715271 22.29531, 69.715437 22.295169, 69.716804 22.296253, 69.718607 22.297957, 69.717989 22.298533, 69.718557 22.29901, 69.719156 22.298482, 69.72089 22.300029, 69.719544 22.301896, 69.718476 22.303394, 69.718178 22.303816, 69.71978 22.304817, 69.718395 22.306821, 69.717162 22.308492, 69.715721 22.310516, 69.715489 22.310828, 69.715241 22.310679, 69.714845 22.311844, 69.714077 22.314048, 69.713362 22.316068, 69.714109 22.317283, 69.71395 22.318965, 69.713845 22.320828, 69.711462 22.320423, 69.711018 22.321319, 69.710849 22.321783, 69.710129 22.321651, 69.709445 22.321368, 69.708918 22.32138, 69.708247 22.321031, 69.707627 22.320745, 69.706701 22.320601, 69.706289 22.320862, 69.705732 22.320726, 69.704753 22.320613, 69.703948 22.320208, 69.703431 22.319871, 69.7035 22.319402, 69.703608 22.318426, 69.703204 22.317847, 69.703346 22.316221, 69.703439 22.315591, 69.703713 22.31462, 69.704072 22.313345, 69.704217 22.312669, 69.704334 22.311402, 69.704492 22.310142, 69.704642 22.309197, 69.704983 22.307852, 69.70522 22.306926, 69.705627 22.305388, 69.705632 22.305222, 69.705893 22.304404, 69.70612 22.303347, 69.706395 22.302317, 69.706804 22.300644, 69.707334 22.298608, 69.707741 22.298249, 69.709385 22.297358, 69.709839 22.297126, 69.710834 22.296979, 69.711747 22.296842, 69.712124 22.296518, 69.713441 22.294884, 69.713533 22.294942, 69.714006 22.294312, 69.714274 22.294228))"
way,223725851,Essar,,,,substation,"POLYGON ((69.713945 22.301398, 69.712699 22.303138, 69.711285 22.302289, 69.712554 22.300549, 69.713945 22.301398))"
way,223725854,Kanchanpur,,,,substation,"POLYGON ((69.706937 22.243662, 69.707501 22.244004, 69.707128 22.244531, 69.706564 22.244189, 69.706937 22.243662))"
way,225236351,Lalpur,,,,substation,"POLYGON ((69.971634 22.206165, 69.972561 22.20758, 69.973667 22.20696, 69.97274 22.205544, 69.971634 22.206165))"
way,227055220,Sapar,,,,substation,"POLYGON ((69.901061 22.403406, 69.901699 22.403188, 69.901459 22.402598, 69.900822 22.402819, 69.901061 22.403406))"
way,295429686,,,,,substation,"POLYGON ((69.864353 22.321887, 69.869477 22.321849, 69.869471 22.321383, 69.869503 22.32139, 69.86951 22.321028, 69.869486 22.32066, 69.868349 22.320656, 69.867538 22.320656, 69.867538 22.32009, 69.866547 22.320424, 69.866482 22.320491, 69.866484 22.320931, 69.865086 22.320942, 69.86434 22.32122, 69.864353 22.321887))"
way,295429703,,,,,plant,"POLYGON ((69.864367 22.32408, 69.866243 22.324125, 69.866243 22.323152, 69.869509 22.323094, 69.869501 22.322021, 69.864368 22.322052, 69.864367 22.32408))"
way,316421341,Essar,,,,substation,"POLYGON ((69.735695 22.321748, 69.739281 22.323925, 69.740299 22.32249, 69.738495 22.321395, 69.738112 22.321935, 69.73633 22.320854, 69.735695 22.321748))"
way,316421342,,,,,substation,"POLYGON ((69.740352 22.323492, 69.739812 22.32426, 69.741114 22.325043, 69.741755 22.324131, 69.741402 22.323919, 69.741301 22.324063, 69.740352 22.323492))"
way,321060506,SHREE DIGVIJAY CEMENT,,industrial,,,"POLYGON ((69.831736 22.428202, 69.834702 22.434543, 69.838973 22.433031, 69.835655 22.425515, 69.833407 22.426363, 69.833866 22.42744, 69.831736 22.428202))"
way,321791678,,,,storage_tank,,"POLYGON ((69.860122 22.331273, 69.860182 22.331341, 69.860262 22.331386, 69.860353 22.331406, 69.860447 22.331396, 69.860532 22.331359, 69.860599 22.331299, 69.860642 22.331222, 69.860655 22.331135, 69.860637 22.33105, 69.86059 22.330975, 69.86052 22.330918, 69.860433 22.330884, 69.860339 22.33088, 69.860249 22.330903, 69.860171 22.330952, 69.860115 22.331022, 69.860087 22.331105, 69.86009 22.331192, 69.860122 22.331273))"
way,321791817,,,,storage_tank,,"POLYGON ((69.859143 22.332882, 69.859204 22.332951, 69.859286 22.332997, 69.85938 22.333016, 69.859476 22.333006, 69.859562 22.332968, 69.859631 22.332906, 69.859674 22.332827, 69.859687 22.332739, 69.859669 22.332652, 69.85962 22.332575, 69.859548 22.332516, 69.859459 22.332483, 69.859363 22.332478, 69.85927 22.332503, 69.859191 22.332554, 69.859135 22.332626, 69.859106 22.33271, 69.859109 22.332799, 69.859143 22.332882))"
way,321795823,,,,storage_tank,,"POLYGON ((69.881326 22.347947, 69.881262 22.348009, 69.881224 22.348086, 69.881216 22.348171, 69.881237 22.348253, 69.881286 22.348325, 69.881358 22.348378, 69.881444 22.348407, 69.881536 22.348408, 69.881624 22.348382, 69.881697 22.34833, 69.881748 22.34826, 69.881772 22.348178, 69.881766 22.348093, 69.88173 22.348015, 69.881669 22.347951, 69.881588 22.34791, 69.881498 22.347895, 69.881407 22.347908, 69.881326 22.347947))"
way,321795829,,,,storage_tank,,"POLYGON ((69.87964 22.348277, 69.879581 22.348335, 69.879546 22.348409, 69.879539 22.348488, 69.87956 22.348566, 69.879607 22.348634, 69.879675 22.348683, 69.879757 22.348709, 69.879843 22.34871, 69.879925 22.348684, 69.879994 22.348635, 69.880042 22.348568, 69.880063 22.34849, 69.880056 22.34841, 69.880022 22.348337, 69.879963 22.348278, 69.879887 22.348239, 69.879802 22.348226, 69.879716 22.348239, 69.87964 22.348277))"
way,321795830,,,,storage_tank,,"POLYGON ((69.879764 22.350957, 69.87968 22.35104, 69.879629 22.351144, 69.879617 22.351257, 69.879646 22.351368, 69.879712 22.351465, 69.879808 22.351536, 69.879925 22.351575, 69.880048 22.351576, 69.880165 22.35154, 69.880264 22.351471, 69.880333 22.351376, 69.880364 22.351266, 69.880356 22.351152, 69.880308 22.351047, 69.880225 22.350962, 69.880117 22.350906, 69.879996 22.350886, 69.879874 22.350904, 69.879764 22.350957))"
way,321795832,,,,storage_tank,,"POLYGON ((69.879797 22.352444, 69.879706 22.35252, 69.879646 22.35262, 69.879624 22.352733, 69.879644 22.352845, 69.879701 22.352946, 69.879791 22.353024, 69.879904 22.353071, 69.880027 22.353081, 69.880146 22.353054, 69.88025 22.352993, 69.880327 22.352904, 69.880368 22.352796, 69.880369 22.352682, 69.88033 22.352574, 69.880255 22.352483, 69.880153 22.35242, 69.880034 22.352391, 69.87991 22.352399, 69.879797 22.352444))"
way,321796856,,,,storage_tank,,"POLYGON ((69.881396 22.349414, 69.881322 22.349467, 69.88127 22.349541, 69.881246 22.349625, 69.881254 22.349713, 69.881292 22.349793, 69.881356 22.349857, 69.881439 22.349899, 69.881533 22.349914, 69.881626 22.349899, 69.881709 22.349858, 69.881774 22.349794, 69.881812 22.349713, 69.88182 22.349626, 69.881796 22.349541, 69.881745 22.349468, 69.88167 22.349414, 69.881581 22.349386, 69.881486 22.349385, 69.881396 22.349414))"
way,321796869,,,,storage_tank,,"POLYGON ((69.879784 22.35395, 69.879692 22.354031, 69.879634 22.354135, 69.879615 22.354251, 69.879637 22.354366, 69.879699 22.354468, 69.879794 22.354546, 69.879911 22.354592, 69.880037 22.3546, 69.88016 22.354569, 69.880264 22.354504, 69.880341 22.35441, 69.88038 22.354299, 69.880378 22.354182, 69.880335 22.354071, 69.880256 22.35398, 69.880149 22.353917, 69.880026 22.35389, 69.8799 22.353902, 69.879784 22.35395))"
way,321796911,,,,storage_tank,,"POLYGON ((69.88161 22.355351, 69.881548 22.355394, 69.881505 22.355453, 69.881485 22.355522, 69.88149 22.355593, 69.88152 22.355659, 69.881572 22.355712, 69.881639 22.355747, 69.881715 22.35576, 69.881791 22.355749, 69.881859 22.355716, 69.881912 22.355664, 69.881945 22.355599, 69.881952 22.355528, 69.881934 22.355459, 69.881893 22.355399, 69.881833 22.355354, 69.88176 22.35533, 69.881683 22.355329, 69.88161 22.355351))"
way,321796938,,,,storage_tank,,"POLYGON ((69.880633 22.355374, 69.88058 22.35543, 69.880549 22.355499, 69.880544 22.355573, 69.880565 22.355644, 69.88061 22.355706, 69.880675 22.35575, 69.880751 22.355773, 69.880832 22.355772, 69.880907 22.355747, 69.88097 22.3557, 69.881012 22.355637, 69.88103 22.355564, 69.881022 22.355491, 69.880989 22.355423, 69.880933 22.355369, 69.880862 22.355335, 69.880782 22.355324, 69.880703 22.355338, 69.880633 22.355374))"
way,321796986,,,,storage_tank,,"POLYGON ((69.879725 22.355386, 69.879676 22.355436, 69.879647 22.355498, 69.879642 22.355565, 69.87966 22.35563, 69.879701 22.355687, 69.879759 22.355728, 69.879828 22.355749, 69.879901 22.355749, 69.87997 22.355726, 69.880027 22.355684, 69.880066 22.355628, 69.880084 22.355562, 69.880077 22.355495, 69.880048 22.355433, 69.879998 22.355384, 69.879933 22.355352, 69.879861 22.355342, 69.879789 22.355353, 69.879725 22.355386))"
way,321798112,,,,storage_tank,,"POLYGON ((69.864315 22.420278, 69.864232 22.420329, 69.864171 22.420402, 69.864139 22.420489, 69.864139 22.420581, 69.864172 22.420668, 69.864233 22.42074, 69.864316 22.420791, 69.864413 22.420813, 69.864512 22.420806, 69.864604 22.420769, 69.864677 22.420706, 69.864725 22.420625, 69.864741 22.420534, 69.864724 22.420442, 69.864676 22.420361, 69.864603 22.420299, 69.864511 22.420262, 69.864412 22.420255, 69.864315 22.420278))"
way,321823707,,,,storage_tank,,"POLYGON ((69.876674 22.350662, 69.876718 22.350657, 69.876761 22.350668, 69.876796 22.350693, 69.876817 22.350728, 69.876823 22.350769, 69.876811 22.350808, 69.876784 22.35084, 69.876746 22.35086, 69.876702 22.350866, 69.87666 22.350855, 69.876625 22.35083, 69.876603 22.350794, 69.876597 22.350754, 69.876609 22.350714, 69.876636 22.350682, 69.876674 22.350662))"
